branch,template_row_date,template_column,template_header_physical_interval,physical_date,physical_t,physical_interval,price,price_role,g0_kwh,geff_kwh,adjustment_surcharge_yuan
4-3,2025-05-22,38,6:10-6:20,2025-05-22,38,6:10-6:20,0.858,realized,0.0,0.0,0.0
4-3,2025-05-22,39,6:20-6:30,2025-05-22,39,6:20-6:30,0.8333,realized,0.0,0.0,0.0
4-3,2025-05-22,40,6:30-6:40,2025-05-22,40,6:30-6:40,0.7973,realized,0.0,0.0,0.0
4-3,2025-05-22,41,6:40-6:50,2025-05-22,41,6:40-6:50,0.7894,realized,0.0,0.0,0.0
4-3,2025-05-22,42,6:50-7:00,2025-05-22,42,6:50-7:00,0.7871,realized,0.0,0.0,0.0
4-3,2025-05-22,43,7:00-7:10,2025-05-22,43,7:00-7:10,0.7284,realized,0.0,0.0,0.0
4-3,2025-05-22,44,7:10-7:20,2025-05-22,44,7:10-7:20,0.7241,realized,0.0,0.0,0.0
4-3,2025-05-22,45,7:20-7:30,2025-05-22,45,7:20-7:30,0.7206,realized,0.0,0.0,0.0
4-3,2025-05-22,46,7:30-7:40,2025-05-22,46,7:30-7:40,0.6003,realized,0.0,0.0,0.0
4-3,2025-05-22,47,7:40-7:50,2025-05-22,47,7:40-7:50,0.7952,realized,0.0,0.0,0.0
4-3,2025-05-22,48,7:50-8:00,2025-05-22,48,7:50-8:00,1.1835,realized,0.0,0.0,0.0
4-3,2025-05-22,49,8:00-8:10,2025-05-22,49,8:00-8:10,1.1748,realized,0.0,0.0,0.0
4-3,2025-05-22,50,8:10-8:20,2025-05-22,50,8:10-8:20,1.0635,realized,0.0,0.0,0.0
4-3,2025-05-22,51,8:20-8:30,2025-05-22,51,8:20-8:30,1.0522,realized,0.0,0.0,0.0
4-3,2025-05-22,52,8:30-8:40,2025-05-22,52,8:30-8:40,1.0429,realized,0.0,0.0,0.0
4-3,2025-05-22,53,8:40-8:50,2025-05-22,53,8:40-8:50,1.016,realized,0.0,0.0,0.0
4-3,2025-05-22,54,8:50-9:00,2025-05-22,54,8:50-9:00,0.9847,realized,0.0,0.0,0.0
4-3,2025-05-22,55,9:00-9:10,2025-05-22,55,9:00-9:10,0.963,realized,0.0,0.0,0.0
4-3,2025-05-22,56,9:10-9:20,2025-05-22,56,9:10-9:20,0.9316,realized,0.0,0.0,0.0
4-3,2025-05-22,57,9:20-9:30,2025-05-22,57,9:20-9:30,0.8887,realized,0.0,0.0,0.0
4-3,2025-05-22,58,9:30-9:40,2025-05-22,58,9:30-9:40,0.8639,realized,0.0,0.0,0.0
4-3,2025-05-22,59,9:40-9:50,2025-05-22,59,9:40-9:50,0.9031,realized,0.0,0.0,0.0
4-3,2025-05-22,60,9:50-10:00,2025-05-22,60,9:50-10:00,0.9637,realized,0.0,0.0,0.0
4-3,2025-05-22,61,10:00-10:10,2025-05-22,61,10:00-10:10,0.9492,realized,0.0,0.0,0.0
4-3,2025-05-22,62,10:10-10:20,2025-05-22,62,10:10-10:20,0.9121,realized,0.0,0.0,0.0
4-3,2025-05-22,63,10:20-10:30,2025-05-22,63,10:20-10:30,0.9041,realized,0.0,0.0,0.0
4-3,2025-05-22,64,10:30-10:40,2025-05-22,64,10:30-10:40,0.8951,realized,0.0,0.0,0.0
4-3,2025-05-22,65,10:40-10:50,2025-05-22,65,10:40-10:50,0.701,realized,0.0,0.0,0.0
4-3,2025-05-22,66,10:50-11:00,2025-05-22,66,10:50-11:00,0.4607,realized,0.0,0.0,0.0
4-3,2025-05-22,67,11:00-11:10,2025-05-22,67,11:00-11:10,0.5067,realized,0.0,0.0,0.0
4-3,2025-05-22,68,11:10-11:20,2025-05-22,68,11:10-11:20,0.519,realized,0.0,0.0,0.0
4-3,2025-05-22,69,11:20-11:30,2025-05-22,69,11:20-11:30,0.4278,realized,0.0,0.0,0.0
4-3,2025-05-22,70,11:30-11:40,2025-05-22,70,11:30-11:40,0.4718,realized,0.0,0.0,0.0
4-3,2025-05-22,71,11:40-11:50,2025-05-22,71,11:40-11:50,0.4674,realized,0.0,0.0,0.0
4-3,2025-05-22,72,11:50-12:00,2025-05-22,72,11:50-12:00,0.4079,realized,301.38682504133294,301.38682504133294,0.0
4-3,2025-05-22,73,12:00-12:10,2025-05-22,73,12:00-12:10,0.4778,realized,295.04034242768614,295.04034242768614,0.0
4-3,2025-05-22,74,12:10-12:20,2025-05-22,74,12:10-12:20,0.4858,realized,201.75743252527883,201.75743252527883,0.0
4-3,2025-05-22,75,12:20-12:30,2025-05-22,75,12:20-12:30,0.3945,realized,251.52591588949815,251.52591588949815,0.0
4-3,2025-05-22,76,12:30-12:40,2025-05-22,76,12:30-12:40,0.3985,realized,348.85843242702333,348.85843242702333,0.0
4-3,2025-05-22,77,12:40-12:50,2025-05-22,77,12:40-12:50,0.6053,realized,0.0,0.0,0.0
4-3,2025-05-22,78,12:50-13:00,2025-05-22,78,12:50-13:00,0.847,realized,0.0,0.0,0.0
4-3,2025-05-22,79,13:00-13:10,2025-05-22,79,13:00-13:10,0.8357,realized,0.0,0.0,0.0
4-3,2025-05-22,80,13:10-13:20,2025-05-22,80,13:10-13:20,0.7997,realized,0.0,0.0,0.0
4-3,2025-05-22,81,13:20-13:30,2025-05-22,81,13:20-13:30,0.8385,realized,0.0,0.0,0.0
4-3,2025-05-22,82,13:30-13:40,2025-05-22,82,13:30-13:40,0.8346,realized,0.0,0.0,0.0
4-3,2025-05-22,83,13:40-13:50,2025-05-22,83,13:40-13:50,0.8374,realized,0.0,0.0,0.0
4-3,2025-05-22,84,13:50-14:00,2025-05-22,84,13:50-14:00,0.8893,realized,0.0,0.0,0.0
4-3,2025-05-22,85,14:00-14:10,2025-05-22,85,14:00-14:10,0.9618,realized,0.0,0.0,0.0
4-3,2025-05-22,86,14:10-14:20,2025-05-22,86,14:10-14:20,0.9596,realized,0.0,0.0,0.0
4-3,2025-05-22,87,14:20-14:30,2025-05-22,87,14:20-14:30,0.9244,realized,0.0,0.0,0.0
4-3,2025-05-22,88,14:30-14:40,2025-05-22,88,14:30-14:40,0.9625,realized,0.0,0.0,0.0
4-3,2025-05-22,89,14:40-14:50,2025-05-22,89,14:40-14:50,0.8417,realized,0.0,0.0,0.0
4-3,2025-05-22,90,14:50-15:00,2025-05-22,90,14:50-15:00,0.6198,realized,124.46039078408558,124.46039078408558,0.0
4-3,2025-05-22,91,15:00-15:10,2025-05-22,91,15:00-15:10,0.6105,realized,196.522933138207,196.522933138207,0.0
4-3,2025-05-22,92,15:10-15:20,2025-05-22,92,15:10-15:20,0.6562,realized,168.50449368812292,168.50449368812292,0.0
4-3,2025-05-22,93,15:20-15:30,2025-05-22,93,15:20-15:30,0.6678,realized,242.01535822856988,242.01535822856988,0.0
4-3,2025-05-22,94,15:30-15:40,2025-05-22,94,15:30-15:40,0.7147,realized,310.0243548606089,310.0243548606089,0.0
4-3,2025-05-22,95,15:40-15:50,2025-05-22,95,15:40-15:50,0.7395,realized,271.8250927277319,271.8250927277319,0.0
4-3,2025-05-22,96,15:50-16:00,2025-05-22,96,15:50-16:00,0.7292,realized,338.77623860159235,338.77623860159235,0.0
4-3,2025-05-22,97,16:00-16:10,2025-05-22,97,16:00-16:10,0.7389,realized,391.3487083126033,391.3487083126033,0.0
4-3,2025-05-22,98,16:10-16:20,2025-05-22,98,16:10-16:20,0.7803,realized,425.02530957988745,425.02530957988745,0.0
4-3,2025-05-22,99,16:20-16:30,2025-05-22,99,16:20-16:30,0.8384,realized,493.0960952347034,493.0960952347034,0.0
4-3,2025-05-22,100,16:30-16:40,2025-05-22,100,16:30-16:40,0.8873,realized,537.5298179461274,537.5298179461274,0.0
4-3,2025-05-22,101,16:40-16:50,2025-05-22,101,16:40-16:50,0.9203,realized,549.2793279634168,549.2793279634168,0.0
4-3,2025-05-22,102,16:50-17:00,2025-05-22,102,16:50-17:00,0.9273,realized,601.3160590642981,601.3160590642981,0.0
4-3,2025-05-22,103,17:00-17:10,2025-05-22,103,17:00-17:10,0.9118,realized,688.1721099551255,688.1721099551255,0.0
4-3,2025-05-22,104,17:10-17:20,2025-05-22,104,17:10-17:20,0.9587,realized,711.6237976344585,711.6237976344585,0.0
4-3,2025-05-22,105,17:20-17:30,2025-05-22,105,17:20-17:30,1.0098,realized,734.8654324271844,734.8654324271844,0.0
4-3,2025-05-22,106,17:30-17:40,2025-05-22,106,17:30-17:40,0.9454,realized,826.3666069167315,826.3666069167315,0.0
4-3,2025-05-22,107,17:40-17:50,2025-05-22,107,17:40-17:50,1.0369,realized,766.9443294578965,766.9443294578965,0.0
4-3,2025-05-22,108,17:50-18:00,2025-05-22,108,17:50-18:00,1.2648,realized,578.4671722426588,578.4671722426588,0.0
4-3,2025-05-22,109,18:00-18:10,2025-05-22,109,18:00-18:10,1.3196,realized,583.5787080392727,583.5787080392727,0.0
4-3,2025-05-22,110,18:10-18:20,2025-05-22,110,18:10-18:20,1.2893,realized,677.4834802761953,677.4834802761953,0.0
4-3,2025-05-22,111,18:20-18:30,2025-05-22,111,18:20-18:30,1.2767,realized,663.7954017810636,663.7954017810636,0.0
4-3,2025-05-22,112,18:30-18:40,2025-05-22,112,18:30-18:40,1.2898,realized,8.66275431554368,8.457759323108121,0.13220127062169185
4-3,2025-05-22,113,18:40-18:50,2025-05-22,113,18:40-18:50,1.3135,realized,58.33053089995349,58.33053089995349,0.0
4-3,2025-05-22,114,18:50-19:00,2025-05-22,114,18:50-19:00,1.3196,realized,49.10419940547649,42.917135567224705,4.08222472047853
4-3,2025-05-22,115,19:00-19:10,2025-05-22,115,19:00-19:10,1.2956,realized,711.7964088140021,711.7964088140021,0.0
4-3,2025-05-22,116,19:10-19:20,2025-05-22,116,19:10-19:20,1.318,realized,715.3527504269937,715.3527504269937,0.0
4-3,2025-05-22,117,19:20-19:30,2025-05-22,117,19:20-19:30,1.3576,realized,42.34919824175029,42.34919824175029,0.0
4-3,2025-05-22,118,19:30-19:40,2025-05-22,118,19:30-19:40,1.3092,realized,63.808879984958594,63.808879984958594,0.0
4-3,2025-05-22,119,19:40-19:50,2025-05-22,119,19:40-19:50,1.2702,realized,69.28619622185761,69.28619622185761,0.0
4-3,2025-05-22,120,19:50-20:00,2025-05-22,120,19:50-20:00,1.2751,realized,694.5579632170071,694.5579632170071,0.0
4-3,2025-05-22,121,20:00-20:10,2025-05-22,121,20:00-20:10,1.2668,realized,38.02722460691621,38.02722460691621,0.0
4-3,2025-05-22,122,20:10-20:20,2025-05-22,122,20:10-20:20,1.2773,realized,48.71925463604214,48.71925463604214,0.0
4-3,2025-05-22,123,20:20-20:30,2025-05-22,123,20:20-20:30,1.3124,realized,48.92997015204003,48.92997015204003,0.0
4-3,2025-05-22,124,20:30-20:40,2025-05-22,124,20:30-20:40,1.3153,realized,19.350152125902696,19.350152125902696,0.0
4-3,2025-05-22,125,20:40-20:50,2025-05-22,125,20:40-20:50,1.1882,realized,810.0127773042386,810.0127773042386,0.0
4-3,2025-05-22,126,20:50-21:00,2025-05-22,126,20:50-21:00,0.9922,realized,845.6102148384404,845.6102148384404,0.0
4-3,2025-05-22,127,21:00-21:10,2025-05-22,127,21:00-21:10,0.9041,realized,813.5757906331997,813.5757906331997,0.0
4-3,2025-05-22,128,21:10-21:20,2025-05-22,128,21:10-21:20,0.8881,realized,780.3284093543095,780.3284093543095,0.0
4-3,2025-05-22,129,21:20-21:30,2025-05-22,129,21:20-21:30,0.9248,realized,795.9912989922016,795.9912989922016,0.0
4-3,2025-05-22,130,21:30-21:40,2025-05-22,130,21:30-21:40,0.995,realized,815.1805788013291,815.1805788013291,0.0
4-3,2025-05-22,131,21:40-21:50,2025-05-22,131,21:40-21:50,0.8162,realized,765.0434963548103,765.0434963548103,0.0
4-3,2025-05-22,132,21:50-22:00,2025-05-22,132,21:50-22:00,0.5022,realized,658.8712397493551,658.8712397493551,0.0
4-3,2025-05-22,133,22:00-22:10,2025-05-22,133,22:00-22:10,0.4693,realized,1355.9204454238834,1355.9204454238834,0.0
4-3,2025-05-22,134,22:10-22:20,2025-05-22,134,22:10-22:20,0.5024,realized,629.1266485703529,629.1266485703529,0.0
4-3,2025-05-22,135,22:20-22:30,2025-05-22,135,22:20-22:30,0.4738,realized,681.0222667484821,681.0222667484821,0.0
4-3,2025-05-22,136,22:30-22:40,2025-05-22,136,22:30-22:40,0.4745,realized,1393.1525739954222,1393.1525739954222,0.0
4-3,2025-05-22,137,22:40-22:50,2025-05-22,137,22:40-22:50,0.4729,realized,1382.3007068244701,1382.3007068244701,0.0
4-3,2025-05-22,138,22:50-23:00,2025-05-22,138,22:50-23:00,0.4535,realized,1381.9051482279206,1381.9051482279206,0.0
4-3,2025-05-22,139,23:00-23:10,2025-05-22,139,23:00-23:10,0.4457,realized,635.3773692574539,635.3773692574539,0.0
4-3,2025-05-22,140,23:10-23:20,2025-05-22,140,23:10-23:20,0.4594,realized,643.9921122675196,643.9921122675196,0.0
4-3,2025-05-22,141,23:20-23:30,2025-05-22,141,23:20-23:30,0.4605,realized,1410.4791905139032,1410.4791905139032,0.0
4-3,2025-05-22,142,23:30-23:40,2025-05-22,142,23:30-23:40,0.4033,realized,1417.5396252609585,1417.5396252609585,0.0
4-3,2025-05-22,143,23:40-23:50,2025-05-22,143,23:40-23:50,0.3477,realized,1358.9952419815145,1358.9952419815145,0.0
4-3,2025-05-22,144,23:50-0:00+1,2025-05-22,144,23:50-00:00+1,0.3305,realized,1270.8483233456855,1270.8483233456855,0.0
4-3,2025-05-22,145,0:00-0:10+1,2025-05-23,1,0:00-0:10,0.3369,realized,395.8634543336191,395.8634543336191,0.0
4-3,2025-05-23,2,0:10-0:20,2025-05-23,2,0:10-0:20,0.3425,realized,374.4093909552697,374.4093909552697,0.0
4-3,2025-05-23,3,0:20-0:30,2025-05-23,3,0:20-0:30,0.3371,realized,0.0,0.0,0.0
4-3,2025-05-23,4,0:30-0:40,2025-05-23,4,0:30-0:40,0.3271,realized,0.0,0.0,0.0
4-3,2025-05-23,5,0:40-0:50,2025-05-23,5,0:40-0:50,0.325,realized,388.95781783528855,388.95781783528855,0.0
4-3,2025-05-23,6,0:50-1:00,2025-05-23,6,0:50-1:00,0.3585,realized,366.76747506408685,366.76747506408685,0.0
4-3,2025-05-23,7,1:00-1:10,2025-05-23,7,1:00-1:10,0.4292,realized,0.0,0.0,0.0
4-3,2025-05-23,8,1:10-1:20,2025-05-23,8,1:10-1:20,0.3876,realized,0.0,0.0,0.0
4-3,2025-05-23,9,1:20-1:30,2025-05-23,9,1:20-1:30,0.2821,realized,409.38953546274047,409.38953546274047,0.0
4-3,2025-05-23,10,1:30-1:40,2025-05-23,10,1:30-1:40,0.3139,realized,432.5404951524967,432.5404951524967,0.0
4-3,2025-05-23,11,1:40-1:50,2025-05-23,11,1:40-1:50,0.3614,realized,421.06769455968333,421.06769455968333,0.0
4-3,2025-05-23,12,1:50-2:00,2025-05-23,12,1:50-2:00,0.3618,realized,230.25819319738955,230.25819319738955,0.0
4-3,2025-05-23,13,2:00-2:10,2025-05-23,13,2:00-2:10,0.3771,realized,418.5884031962057,418.5884031962057,0.0
4-3,2025-05-23,14,2:10-2:20,2025-05-23,14,2:10-2:20,0.4,realized,425.9264330736052,425.9264330736052,0.0
4-3,2025-05-23,15,2:20-2:30,2025-05-23,15,2:20-2:30,0.407,realized,0.0,0.0,0.0
4-3,2025-05-23,16,2:30-2:40,2025-05-23,16,2:30-2:40,0.3861,realized,409.59125943094904,409.59125943094904,0.0
4-3,2025-05-23,17,2:40-2:50,2025-05-23,17,2:40-2:50,0.362,realized,394.6017995121754,394.6017995121754,0.0
4-3,2025-05-23,18,2:50-3:00,2025-05-23,18,2:50-3:00,0.3423,realized,396.0358833647295,396.0358833647295,0.0
4-3,2025-05-23,19,3:00-3:10,2025-05-23,19,3:00-3:10,0.32,realized,0.0,0.0,0.0
4-3,2025-05-23,20,3:10-3:20,2025-05-23,20,3:10-3:20,0.3316,realized,0.0,0.0,0.0
4-3,2025-05-23,21,3:20-3:30,2025-05-23,21,3:20-3:30,0.3678,realized,423.0192464479732,423.0192464479732,0.0
4-3,2025-05-23,22,3:30-3:40,2025-05-23,22,3:30-3:40,0.3787,realized,413.55200533917275,413.55200533917275,0.0
4-3,2025-05-23,23,3:40-3:50,2025-05-23,23,3:40-3:50,0.3827,realized,434.40121436886756,434.40121436886756,0.0
4-3,2025-05-23,24,3:50-4:00,2025-05-23,24,3:50-4:00,0.3925,realized,458.96745484833525,458.96745484833525,0.0
4-3,2025-05-23,25,4:00-4:10,2025-05-23,25,4:00-4:10,0.3937,realized,0.0,0.0,0.0
4-3,2025-05-23,26,4:10-4:20,2025-05-23,26,4:10-4:20,0.36,realized,391.12695708844814,391.12695708844814,0.0
4-3,2025-05-23,27,4:20-4:30,2025-05-23,27,4:20-4:30,0.3224,realized,397.60600874493946,397.60600874493946,0.0
4-3,2025-05-23,28,4:30-4:40,2025-05-23,28,4:30-4:40,0.3429,realized,55.44711188954625,55.44711188954625,0.0
4-3,2025-05-23,29,4:40-4:50,2025-05-23,29,4:40-4:50,0.3707,realized,0.0,0.0,0.0
4-3,2025-05-23,30,4:50-5:00,2025-05-23,30,4:50-5:00,0.3513,realized,0.0,0.0,0.0
4-3,2025-05-23,31,5:00-5:10,2025-05-23,31,5:00-5:10,0.286,realized,418.9127120779582,418.9127120779582,0.0
4-3,2025-05-23,32,5:10-5:20,2025-05-23,32,5:10-5:20,0.2884,realized,418.3299998833138,418.3299998833138,0.0
4-3,2025-05-23,33,5:20-5:30,2025-05-23,33,5:20-5:30,0.3108,realized,404.42234636185447,404.42234636185447,0.0
4-3,2025-05-23,34,5:30-5:40,2025-05-23,34,5:30-5:40,0.2345,realized,1142.1219590842015,1142.1219590842015,0.0
4-3,2025-05-23,35,5:40-5:50,2025-05-23,35,5:40-5:50,0.3936,realized,0.0,0.0,0.0
4-3,2025-05-23,36,5:50-6:00,2025-05-23,36,5:50-6:00,0.6934,realized,0.0,0.0,0.0
4-3,2025-05-23,37,6:00-6:10,2025-05-23,37,6:00-6:10,0.6745,realized,0.0,0.0,0.0
4-3,2025-05-23,38,6:10-6:20,2025-05-23,38,6:10-6:20,0.585,realized,0.0,0.0,0.0
4-3,2025-05-23,39,6:20-6:30,2025-05-23,39,6:20-6:30,0.5924,realized,0.0,0.0,0.0
4-3,2025-05-23,40,6:30-6:40,2025-05-23,40,6:30-6:40,0.6145,realized,0.0,0.0,0.0
4-3,2025-05-23,41,6:40-6:50,2025-05-23,41,6:40-6:50,0.6217,realized,0.0,20.421038788105616,6.347879907282631
4-3,2025-05-23,42,6:50-7:00,2025-05-23,42,6:50-7:00,0.5859,realized,0.0,34.4282505971817,10.08575601244438
4-3,2025-05-23,43,7:00-7:10,2025-05-23,43,7:00-7:10,0.499,realized,0.0,2.439484470384741,0.6086513753609929
4-3,2025-05-23,44,7:10-7:20,2025-05-23,44,7:10-7:20,0.4826,realized,0.0,0.0,0.0
4-3,2025-05-23,45,7:20-7:30,2025-05-23,45,7:20-7:30,0.5023,realized,0.0,0.0,0.0
4-3,2025-05-23,46,7:30-7:40,2025-05-23,46,7:30-7:40,0.4345,realized,0.0,0.0,0.0
4-3,2025-05-23,47,7:40-7:50,2025-05-23,47,7:40-7:50,0.5332,realized,0.0,0.0,0.0
4-3,2025-05-23,48,7:50-8:00,2025-05-23,48,7:50-8:00,0.7539,realized,0.0,0.0,0.0
4-3,2025-05-23,49,8:00-8:10,2025-05-23,49,8:00-8:10,0.7728,realized,0.0,0.0,0.0
4-3,2025-05-23,50,8:10-8:20,2025-05-23,50,8:10-8:20,0.7246,realized,0.0,0.0,0.0
4-3,2025-05-23,51,8:20-8:30,2025-05-23,51,8:20-8:30,0.7022,realized,0.0,0.0,0.0
4-3,2025-05-23,52,8:30-8:40,2025-05-23,52,8:30-8:40,0.6634,realized,0.0,0.0,0.0
4-3,2025-05-23,53,8:40-8:50,2025-05-23,53,8:40-8:50,0.6662,realized,0.0,0.0,0.0
4-3,2025-05-23,54,8:50-9:00,2025-05-23,54,8:50-9:00,0.7087,realized,0.0,0.0,0.0
4-3,2025-05-23,55,9:00-9:10,2025-05-23,55,9:00-9:10,0.7176,realized,0.0,0.0,0.0
4-3,2025-05-23,56,9:10-9:20,2025-05-23,56,9:10-9:20,0.6849,realized,0.0,0.0,0.0
4-3,2025-05-23,57,9:20-9:30,2025-05-23,57,9:20-9:30,0.6604,realized,0.0,0.0,0.0
4-3,2025-05-23,58,9:30-9:40,2025-05-23,58,9:30-9:40,0.6948,realized,0.0,0.0,0.0
4-3,2025-05-23,59,9:40-9:50,2025-05-23,59,9:40-9:50,0.6848,realized,0.0,0.0,0.0
4-3,2025-05-23,60,9:50-10:00,2025-05-23,60,9:50-10:00,0.6158,realized,0.0,0.0,0.0
4-3,2025-05-23,61,10:00-10:10,2025-05-23,61,10:00-10:10,0.5785,realized,0.0,0.0,0.0
4-3,2025-05-23,62,10:10-10:20,2025-05-23,62,10:10-10:20,0.5765,realized,0.0,0.0,0.0
4-3,2025-05-23,63,10:20-10:30,2025-05-23,63,10:20-10:30,0.5894,realized,0.0,0.0,0.0
4-3,2025-05-23,64,10:30-10:40,2025-05-23,64,10:30-10:40,0.5723,realized,0.0,0.0,0.0
4-3,2025-05-23,65,10:40-10:50,2025-05-23,65,10:40-10:50,0.3986,realized,0.0,0.0,0.0
4-3,2025-05-23,66,10:50-11:00,2025-05-23,66,10:50-11:00,0.1863,realized,0.0,0.0,0.0
4-3,2025-05-23,67,11:00-11:10,2025-05-23,67,11:00-11:10,0.2013,realized,0.0,0.0,0.0
4-3,2025-05-23,68,11:10-11:20,2025-05-23,68,11:10-11:20,0.2478,realized,0.0,0.0,0.0
4-3,2025-05-23,69,11:20-11:30,2025-05-23,69,11:20-11:30,0.2077,realized,0.0,0.0,0.0
4-3,2025-05-23,70,11:30-11:40,2025-05-23,70,11:30-11:40,0.1593,realized,0.0,0.0,0.0
4-3,2025-05-23,71,11:40-11:50,2025-05-23,71,11:40-11:50,0.1804,realized,0.0,0.0,0.0
4-3,2025-05-23,72,11:50-12:00,2025-05-23,72,11:50-12:00,0.2255,realized,0.0,0.0,0.0
4-3,2025-05-23,73,12:00-12:10,2025-05-23,73,12:00-12:10,0.1868,realized,0.0,0.0,0.0
4-3,2025-05-23,74,12:10-12:20,2025-05-23,74,12:10-12:20,0.1842,realized,0.0,0.0,0.0
4-3,2025-05-23,75,12:20-12:30,2025-05-23,75,12:20-12:30,0.2136,realized,0.0,0.0,0.0
4-3,2025-05-23,76,12:30-12:40,2025-05-23,76,12:30-12:40,0.1864,realized,0.0,0.0,0.0
4-3,2025-05-23,77,12:40-12:50,2025-05-23,77,12:40-12:50,0.3827,realized,0.0,0.0,0.0
4-3,2025-05-23,78,12:50-13:00,2025-05-23,78,12:50-13:00,0.705,realized,0.0,0.0,0.0
4-3,2025-05-23,79,13:00-13:10,2025-05-23,79,13:00-13:10,0.7386,realized,0.0,0.0,0.0
4-3,2025-05-23,80,13:10-13:20,2025-05-23,80,13:10-13:20,0.6768,realized,0.0,0.0,0.0
4-3,2025-05-23,81,13:20-13:30,2025-05-23,81,13:20-13:30,0.6497,realized,0.0,0.0,0.0
4-3,2025-05-23,82,13:30-13:40,2025-05-23,82,13:30-13:40,0.5987,realized,0.0,0.0,0.0
4-3,2025-05-23,83,13:40-13:50,2025-05-23,83,13:40-13:50,0.5867,realized,0.0,0.0,0.0
4-3,2025-05-23,84,13:50-14:00,2025-05-23,84,13:50-14:00,0.6189,realized,0.0,0.0,0.0
4-3,2025-05-23,85,14:00-14:10,2025-05-23,85,14:00-14:10,0.6276,realized,0.0,0.0,0.0
4-3,2025-05-23,86,14:10-14:20,2025-05-23,86,14:10-14:20,0.6152,realized,0.0,0.0,0.0
4-3,2025-05-23,87,14:20-14:30,2025-05-23,87,14:20-14:30,0.6502,realized,0.0,0.0,0.0
4-3,2025-05-23,88,14:30-14:40,2025-05-23,88,14:30-14:40,0.7565,realized,0.0,0.0,0.0
4-3,2025-05-23,89,14:40-14:50,2025-05-23,89,14:40-14:50,0.6126,realized,0.0,0.0,0.0
4-3,2025-05-23,90,14:50-15:00,2025-05-23,90,14:50-15:00,0.3415,realized,0.0,0.0,0.0
4-3,2025-05-23,91,15:00-15:10,2025-05-23,91,15:00-15:10,0.3977,realized,0.0,0.0,0.0
4-3,2025-05-23,92,15:10-15:20,2025-05-23,92,15:10-15:20,0.4536,realized,0.0,0.0,0.0
4-3,2025-05-23,93,15:20-15:30,2025-05-23,93,15:20-15:30,0.4063,realized,0.0,0.0,0.0
4-3,2025-05-23,94,15:30-15:40,2025-05-23,94,15:30-15:40,0.4829,realized,0.0,0.0,0.0
4-3,2025-05-23,95,15:40-15:50,2025-05-23,95,15:40-15:50,0.5346,realized,0.0,0.0,0.0
4-3,2025-05-23,96,15:50-16:00,2025-05-23,96,15:50-16:00,0.5142,realized,0.0,0.0,0.0
4-3,2025-05-23,97,16:00-16:10,2025-05-23,97,16:00-16:10,0.5348,realized,0.0,0.0,0.0
4-3,2025-05-23,98,16:10-16:20,2025-05-23,98,16:10-16:20,0.5533,realized,0.0,0.0,0.0
4-3,2025-05-23,99,16:20-16:30,2025-05-23,99,16:20-16:30,0.5622,realized,18.16977644167264,53.48307019481092,9.926566874007172
4-3,2025-05-23,100,16:30-16:40,2025-05-23,100,16:30-16:40,0.6005,realized,102.40221035224351,115.92466470872955,4.060116920534933
4-3,2025-05-23,101,16:40-16:50,2025-05-23,101,16:40-16:50,0.5909,realized,86.1079183124715,86.1079183124715,0.0
4-3,2025-05-23,102,16:50-17:00,2025-05-23,102,16:50-17:00,0.5579,realized,23.963994175594735,24.404763708626184,0.12295266123912287
4-3,2025-05-23,103,17:00-17:10,2025-05-23,103,17:00-17:10,0.6051,realized,62.77685029152161,62.77685029152161,0.0
4-3,2025-05-23,104,17:10-17:20,2025-05-23,104,17:10-17:20,0.6278,realized,106.45954369134552,106.45954369134552,0.0
4-3,2025-05-23,105,17:20-17:30,2025-05-23,105,17:20-17:30,0.5853,realized,163.86589712019986,163.86589712019986,0.0
4-3,2025-05-23,106,17:30-17:40,2025-05-23,106,17:30-17:40,0.5743,realized,233.94834236969237,233.94834236969237,0.0
4-3,2025-05-23,107,17:40-17:50,2025-05-23,107,17:40-17:50,0.7589,realized,265.74737330908005,265.74737330908005,0.0
4-3,2025-05-23,108,17:50-18:00,2025-05-23,108,17:50-18:00,1.0287,realized,202.71123561663518,202.71123561663518,0.0
4-3,2025-05-23,109,18:00-18:10,2025-05-23,109,18:00-18:10,1.0913,realized,61.68817773869438,61.68817773869438,0.0
4-3,2025-05-23,110,18:10-18:20,2025-05-23,110,18:10-18:20,1.0823,realized,0.0,0.0,0.0
4-3,2025-05-23,111,18:20-18:30,2025-05-23,111,18:20-18:30,1.1218,realized,0.0,0.0,0.0
4-3,2025-05-23,112,18:30-18:40,2025-05-23,112,18:30-18:40,1.1837,realized,0.0,0.0,0.0
4-3,2025-05-23,113,18:40-18:50,2025-05-23,113,18:40-18:50,1.1688,realized,0.0,0.0,0.0
4-3,2025-05-23,114,18:50-19:00,2025-05-23,114,18:50-19:00,1.1142,realized,0.0,0.0,0.0
4-3,2025-05-23,115,19:00-19:10,2025-05-23,115,19:00-19:10,1.1529,realized,0.0,0.0,0.0
4-3,2025-05-23,116,19:10-19:20,2025-05-23,116,19:10-19:20,1.188,realized,0.0,0.0,0.0
4-3,2025-05-23,117,19:20-19:30,2025-05-23,117,19:20-19:30,1.1655,realized,0.0,0.0,0.0
4-3,2025-05-23,118,19:30-19:40,2025-05-23,118,19:30-19:40,1.1313,realized,0.0,0.0,0.0
4-3,2025-05-23,119,19:40-19:50,2025-05-23,119,19:40-19:50,1.1253,realized,0.0,0.0,0.0
